terrestrial_date,id,sol,ls,month,min_temp,pressure
2013-01-25,77,168,251,9,-66.0,923.0
2013-01-26,78,169,252,9,-66.0,922.0
2013-01-27,80,170,252,9,-66.0,925.0
2013-01-28,81,171,253,9,-67.0,925.0
2013-01-29,82,172,254,9,-67.0,923.0
2013-01-30,83,173,254,9,-67.0,920.0
2013-01-31,84,174,255,9,-67.0,921.0
2013-02-01,85,175,256,9,-68.0,921.0
2013-02-02,86,176,256,9,-67.0,920.0
2013-02-03,87,177,257,9,-66.0,921.0
2013-02-04,88,178,258,9,-66.0,920.0
2013-02-06,89,179,258,9,-66.0,920.0
2013-02-07,91,180,259,9,-67.0,919.0
2013-02-08,92,181,260,9,-67.0,918.0
2013-02-09,93,182,260,9,-67.0,921.0
2013-02-10,94,183,261,9,-67.0,921.0
2013-02-11,95,184,261,9,-67.0,923.0
2013-02-12,96,185,262,9,-67.0,923.0
2013-02-13,97,186,263,9,-66.0,922.0
2013-02-14,98,187,263,9,-67.0,921.0
2013-02-15,99,188,264,9,-68.0,920.0
2013-02-16,100,189,265,9,-68.0,920.0
2013-02-17,102,190,265,9,-66.0,917.0
2013-02-18,103,191,266,9,-67.0,921.0
2013-02-23,106,196,269,9,-66.0,916.0
2013-02-24,107,197,270,10,-68.0,915.0
2013-02-25,108,198,271,10,-67.0,914.0
2013-02-26,109,199,271,10,-66.0,917.0
2013-03-23,116,223,287,10,-71.0,895.0
2013-03-24,117,224,287,10,-69.0,894.0
2013-03-25,118,225,288,10,-71.0,894.0
2013-03-26,119,226,288,10,-70.0,894.0
2013-03-27,120,227,289,10,-70.0,892.0
2013-03-28,121,228,290,10,-71.0,894.0
2013-03-29,122,229,290,10,-69.0,894.0
2013-03-30,124,230,291,10,-69.0,888.0
2013-03-31,125,231,292,10,-71.0,890.0
2013-04-01,126,232,292,10,-69.0,888.0
2013-04-02,127,233,293,10,-69.0,889.0
2013-04-03,128,234,293,10,-69.0,890.0
2013-04-04,129,235,294,10,-70.0,886.0
2013-04-05,130,236,295,10,-72.0,886.0
2013-04-06,131,237,295,10,-71.0,883.0
2013-04-07,132,238,296,10,-70.0,885.0
2013-04-08,133,239,297,10,-73.0,885.0
2013-04-09,135,240,297,10,-70.0,884.0
2013-04-10,136,241,298,10,-72.0,884.0
2013-04-11,137,242,298,10,-70.0,881.0
2013-04-12,138,243,299,10,-71.0,884.0
2013-04-13,139,244,300,11,-69.0,878.0
2013-04-14,140,245,300,11,-70.0,879.0
2013-04-15,141,246,301,11,-73.0,878.0
2013-04-16,142,247,301,11,-71.0,873.0
2013-04-17,143,248,302,11,-70.0,877.0
2013-04-18,144,249,303,11,-69.0,873.0
2013-04-19,146,250,303,11,-70.0,877.0
2013-04-20,147,251,304,11,-71.0,876.0
2013-04-22,148,252,304,11,-71.0,874.0
2013-04-23,149,253,305,11,-71.0,877.0
2013-04-24,150,254,306,11,-70.0,871.0
2013-04-25,151,255,306,11,-69.0,877.0
2013-04-26,152,256,307,11,-70.0,871.0
2013-04-27,153,257,308,11,-70.0,871.0
2013-04-28,154,258,308,11,-71.0,869.0
2013-04-29,155,259,309,11,-72.0,871.0
2013-04-30,157,260,309,11,-70.0,875.0
2013-05-01,158,261,310,11,-70.0,868.0
2013-05-08,161,268,314,11,-70.0,864.0
2013-05-09,162,269,315,11,-72.0,866.0
2013-05-10,164,270,315,11,-67.0,863.0
2013-05-11,165,271,316,11,-69.0,864.0
2013-05-12,166,272,316,11,-71.0,864.0
2013-05-13,167,273,317,11,-70.0,861.0
2013-05-14,168,274,318,11,-70.0,861.0
2013-05-15,169,275,318,11,-67.0,860.0
2013-05-16,244,276,319,11,-69.0,858.0
2013-05-17,245,277,319,11,-69.0,857.0
2013-05-18,246,278,320,11,-67.0,855.0
2013-05-19,247,279,321,11,-68.0,856.0
2013-05-20,248,280,321,11,-69.0,856.0
2013-05-21,249,281,322,11,-68.0,855.0
2013-05-22,250,282,322,11,-72.0,856.0
2013-05-23,251,283,323,11,-68.0,854.0
2013-05-24,252,284,323,11,-71.0,854.0
2013-05-25,253,285,324,11,-70.0,852.0
2013-05-26,254,286,325,11,-71.0,854.0
2013-05-27,255,287,325,11,-72.0,856.0
2013-05-29,256,288,326,11,-69.0,854.0
2013-05-30,257,289,326,11,-71.0,854.0
2013-05-31,258,290,327,11,-71.0,853.0
2013-06-01,259,291,327,11,-70.0,853.0
2013-06-02,260,292,328,11,-71.0,853.0
2013-06-03,261,293,329,11,-72.0,850.0
2013-06-04,262,294,329,11,-72.0,852.0
2013-06-05,263,295,330,12,-71.0,853.0
2013-06-06,264,296,330,12,-71.0,850.0
2013-06-07,265,297,331,12,-72.0,849.0
2013-06-08,266,298,331,12,-72.0,850.0
2013-06-09,267,299,332,12,-71.0,849.0
2013-06-10,286,300,333,12,-72.0,852.0
2013-06-11,276,301,333,12,-73.0,852.0
2013-06-12,287,302,334,12,-71.0,850.0
2013-06-13,283,303,334,12,-71.0,849.0
2013-06-14,281,304,335,12,-70.0,848.0
2013-06-15,275,305,335,12,-71.0,847.0
2013-06-16,280,306,336,12,-71.0,848.0
2013-06-17,279,307,336,12,-72.0,851.0
2013-06-18,282,308,337,12,-73.0,850.0
2013-06-19,284,309,338,12,-72.0,848.0
2013-06-20,278,310,338,12,-71.0,849.0
2013-06-21,277,311,339,12,-74.0,846.0
2013-06-22,285,312,339,12,-71.0,845.0
2013-06-23,274,313,340,12,-77.0,849.0
2013-06-24,272,314,340,12,-73.0,848.0
2013-06-25,273,315,341,12,-74.0,850.0
2013-06-26,288,316,341,12,-74.0,851.0
2013-06-27,268,317,342,12,-72.0,849.0
2013-06-28,270,318,342,12,-74.0,849.0
2013-06-29,271,319,343,12,-73.0,847.0
2013-06-30,269,320,344,12,-74.0,846.0
2013-07-01,289,321,344,12,-75.0,847.0
2013-07-02,291,322,345,12,-74.0,849.0
2013-07-03,290,323,345,12,-74.0,847.0
2013-07-04,292,324,346,12,-75.0,850.0
2013-07-06,294,325,346,12,-74.0,847.0
2013-07-07,295,326,347,12,-72.0,848.0
2013-07-08,296,327,347,12,-74.0,848.0
2013-07-09,293,328,348,12,-75.0,847.0
2013-07-10,298,329,348,12,-74.0,847.0
2013-07-11,297,330,349,12,-75.0,848.0
2013-07-12,303,331,349,12,-74.0,848.0
2013-07-13,300,332,350,12,-76.0,849.0
2013-07-14,299,333,350,12,-75.0,849.0
2013-07-15,301,334,351,12,-74.0,852.0
2013-07-16,302,335,352,12,-76.0,852.0
2013-07-17,305,336,352,12,-76.0,852.0
2013-07-18,304,337,353,12,-75.0,853.0
2013-07-19,306,338,353,12,-78.0,848.0
2013-07-20,308,339,354,12,-76.0,849.0
2013-07-21,307,340,354,12,-76.0,851.0
2013-07-22,310,341,355,12,-77.0,852.0
2013-07-23,309,342,355,12,-76.0,851.0
2013-07-24,311,343,356,12,-77.0,850.0
2013-07-25,317,344,356,12,-77.0,851.0
2013-07-26,312,345,357,12,-77.0,853.0
2013-07-27,314,346,357,12,-76.0,853.0
2013-07-28,313,347,358,12,-77.0,851.0
2013-07-29,315,348,358,12,-74.0,850.0
2013-07-30,316,349,359,12,-75.0,852.0
2013-07-31,318,350,359,12,-76.0,853.0
2013-08-01,320,351,0,1,-75.0,853.0
2013-08-02,319,352,0,1,-77.0,854.0
2013-08-03,323,353,1,1,-75.0,855.0
2013-08-04,322,354,1,1,-75.0,857.0
2013-08-05,321,355,2,1,-75.0,857.0
2013-08-06,324,356,2,1,-77.0,856.0
2013-08-07,325,357,3,1,-76.0,857.0
2013-08-17,326,366,7,1,-76.0,861.0
2013-08-18,328,367,8,1,-76.0,862.0
2013-08-19,330,368,8,1,-77.0,863.0
2013-08-20,331,369,9,1,-75.0,865.0
2013-08-21,332,370,9,1,-79.0,865.0
2013-08-22,333,371,10,1,-77.0,865.0
2013-08-23,334,372,10,1,-76.0,866.0
2013-08-24,335,373,11,1,-79.0,866.0
2013-08-25,337,374,11,1,-79.0,866.0
2013-08-26,336,375,12,1,-77.0,867.0
2013-08-27,340,376,12,1,-78.0,870.0
2013-08-28,338,377,13,1,-78.0,870.0
2013-08-29,339,378,13,1,-78.0,869.0
2013-08-30,341,379,14,1,-79.0,870.0
2013-08-31,343,380,14,1,-79.0,870.0
2013-09-01,345,381,15,1,-79.0,871.0
2013-09-02,344,382,15,1,-76.0,872.0
2013-09-03,342,383,16,1,-77.0,874.0
2013-09-04,346,384,16,1,-77.0,875.0
2013-09-05,351,385,17,1,-78.0,874.0
2013-09-06,347,386,17,1,-77.0,873.0
2013-09-07,349,387,18,1,-78.0,874.0
2013-09-08,350,388,18,1,-79.0,875.0
2013-09-09,348,389,19,1,-79.0,875.0
2013-09-10,352,390,19,1,-78.0,875.0
2013-09-11,353,391,20,1,-78.0,875.0
2013-09-12,354,392,20,1,-77.0,876.0
2013-09-13,355,393,21,1,-76.0,877.0
2013-09-14,356,394,21,1,-79.0,878.0
2013-09-15,357,395,22,1,-77.0,878.0
2013-09-16,358,396,22,1,-78.0,879.0
2013-09-18,359,397,23,1,-75.0,880.0
2013-09-19,360,398,23,1,-79.0,880.0
2013-09-20,361,399,24,1,-79.0,881.0
2013-09-21,363,400,24,1,-79.0,881.0
2013-09-22,362,401,25,1,-79.0,882.0
2013-09-23,365,402,25,1,-78.0,883.0
2013-09-24,364,403,25,1,-80.0,883.0
2013-09-25,367,404,26,1,-78.0,884.0
2013-09-26,366,405,26,1,-82.0,885.0
2013-09-27,374,406,27,1,-81.0,886.0
2013-09-28,370,407,27,1,-81.0,887.0
2013-09-29,369,408,28,1,-80.0,887.0
2013-09-30,368,409,28,1,-81.0,887.0
2013-10-01,373,410,29,1,-81.0,888.0
2013-10-02,372,411,29,1,-82.0,887.0
2013-10-03,371,412,30,2,-80.0,888.0
2013-10-04,376,413,30,2,-82.0,888.0
2013-10-05,375,414,31,2,-79.0,889.0
2013-10-06,377,415,31,2,-82.0,890.0
2013-10-07,378,416,32,2,-79.0,889.0
2013-10-08,379,417,32,2,-82.0,890.0
2013-10-09,380,418,33,2,-79.0,891.0
2013-10-10,381,419,33,2,-82.0,891.0
2013-10-11,385,420,33,2,-80.0,892.0
2013-10-12,382,421,34,2,-81.0,890.0
2013-10-13,384,422,34,2,-82.0,891.0
2013-10-14,383,423,35,2,-81.0,892.0
2013-10-15,386,424,35,2,-81.0,893.0
2013-10-16,393,425,36,2,-81.0,893.0
2013-10-17,388,426,36,2,-79.0,893.0
2013-10-18,392,427,37,2,-81.0,893.0
2013-10-19,391,428,37,2,-81.0,894.0
2013-10-20,387,429,38,2,-82.0,895.0
2013-10-21,390,430,38,2,-82.0,896.0
2013-10-22,389,431,39,2,-83.0,895.0
2013-10-23,395,432,39,2,-80.0,896.0
2013-10-24,394,433,40,2,-81.0,895.0
2013-10-26,397,434,40,2,-80.0,896.0
2013-10-27,396,435,40,2,-81.0,896.0
2013-10-28,398,436,41,2,-81.0,897.0
2013-10-29,399,437,41,2,-82.0,898.0
2013-10-30,400,438,42,2,-79.0,899.0
2013-10-31,401,439,42,2,-80.0,899.0
2013-11-01,404,440,43,2,-80.0,899.0
2013-11-02,402,441,43,2,-81.0,900.0
2013-11-03,405,442,44,2,-80.0,900.0
2013-11-04,403,443,44,2,-81.0,901.0
2013-11-16,407,455,50,2,-84.0,905.0
2013-11-17,406,456,50,2,-83.0,905.0
2013-11-24,409,463,53,2,-86.0,906.0
2013-11-25,410,464,54,2,-84.0,906.0
2013-11-26,412,465,54,2,-85.0,906.0
2013-11-27,415,466,55,2,-85.0,907.0
2013-11-28,411,467,55,2,-84.0,907.0
2013-11-29,414,468,55,2,-85.0,907.0
2013-11-30,413,469,56,2,-85.0,908.0
2013-12-02,475,470,56,2,-85.0,907.0
2013-12-03,479,471,57,2,-84.0,906.0
2013-12-04,416,472,57,2,-84.0,907.0
2013-12-05,417,473,58,2,-86.0,907.0
2013-12-06,420,474,58,2,-84.0,906.0
2013-12-07,419,475,59,2,-85.0,906.0
2013-12-08,418,476,59,2,-85.0,906.0
2013-12-09,421,477,60,3,-85.0,907.0
2013-12-18,422,486,64,3,-84.0,904.0
2013-12-19,473,487,64,3,-85.0,904.0
2013-12-20,480,488,64,3,-87.0,903.0
2013-12-21,423,489,65,3,-85.0,904.0
2013-12-22,434,490,65,3,-87.0,903.0
2013-12-23,433,491,66,3,-86.0,903.0
2013-12-24,427,492,66,3,-86.0,903.0
2013-12-25,426,493,67,3,-84.0,902.0
2013-12-26,429,494,67,3,-85.0,902.0
2013-12-27,431,495,68,3,-86.0,900.0
2013-12-28,428,496,68,3,-85.0,901.0
2013-12-29,425,497,69,3,-86.0,901.0
2013-12-30,424,498,69,3,-86.0,901.0
2013-12-31,432,499,69,3,-84.0,899.0
2014-01-01,430,500,70,3,-85.0,897.0
2014-01-02,435,501,70,3,-86.0,898.0
2014-01-03,437,502,71,3,-87.0,898.0
2014-01-04,483,503,71,3,-86.0,897.0
2014-01-05,436,504,72,3,-85.0,895.0
2014-01-06,438,505,72,3,-85.0,895.0
2014-01-08,439,506,73,3,-86.0,894.0
2014-01-09,440,507,73,3,-85.0,894.0
2014-01-10,442,508,73,3,-83.0,893.0
2014-01-11,443,509,74,3,-86.0,895.0
2014-01-12,441,510,74,3,-85.0,892.0
2014-01-13,446,511,75,3,-85.0,892.0
2014-01-14,444,512,75,3,-86.0,890.0
2014-01-15,445,513,76,3,-86.0,889.0
2014-01-16,447,514,76,3,-86.0,888.0
2014-01-17,450,515,77,3,-86.0,888.0
2014-01-18,449,516,77,3,-86.0,888.0
2014-01-19,448,517,77,3,-86.0,885.0
2014-01-20,451,518,78,3,-85.0,885.0
2014-01-21,452,519,78,3,-86.0,884.0
2014-01-22,453,520,79,3,-86.0,884.0
2014-01-23,454,521,79,3,-87.0,882.0
2014-01-24,455,522,80,3,-85.0,881.0
2014-01-25,458,523,80,3,-85.0,881.0
2014-01-26,457,524,81,3,-85.0,880.0
2014-01-27,456,525,81,3,-87.0,878.0
2014-01-28,459,526,82,3,-87.0,878.0
2014-01-29,460,527,82,3,-86.0,877.0
2014-01-30,461,528,82,3,-86.0,876.0
2014-01-31,462,529,83,3,-87.0,875.0
2014-02-01,463,530,83,3,-87.0,873.0
2014-02-02,465,531,84,3,-87.0,872.0
2014-02-03,464,532,84,3,-88.0,872.0
2014-02-04,466,533,85,3,-87.0,871.0
2014-02-05,467,534,85,3,-86.0,869.0
2014-02-06,468,535,86,3,-88.0,868.0
2014-02-07,470,536,86,3,-83.0,867.0
2014-02-08,469,537,86,3,-83.0,865.0
2014-02-09,472,538,87,3,-85.0,865.0
2014-02-10,476,539,87,3,-85.0,864.0
2014-02-11,481,540,88,3,-84.0,862.0
2014-02-12,482,541,88,3,-84.0,861.0
2014-02-13,477,542,89,3,-85.0,859.0
2014-02-15,486,543,89,3,-84.0,858.0
2014-02-16,487,544,90,4,-86.0,857.0
2014-02-17,490,545,90,4,-85.0,856.0
2014-02-18,489,546,91,4,-85.0,855.0
2014-02-19,488,547,91,4,-85.0,853.0
2014-02-20,491,548,91,4,-86.0,852.0
2014-02-21,492,549,92,4,-87.0,851.0
2014-02-22,494,550,92,4,-85.0,850.0
2014-02-23,495,551,93,4,-85.0,848.0
2014-02-24,493,552,93,4,-86.0,847.0
2014-02-25,496,553,94,4,-84.0,845.0
2014-02-26,497,554,94,4,-84.0,843.0
2014-02-27,499,555,95,4,-85.0,843.0
2014-02-28,501,556,95,4,-85.0,842.0
2014-03-01,498,557,96,4,-85.0,840.0
2014-03-02,500,558,96,4,-85.0,839.0
2014-03-03,502,559,96,4,-85.0,838.0
2014-03-04,503,560,97,4,-86.0,836.0
2014-03-05,504,561,97,4,-85.0,835.0
2014-03-06,506,562,98,4,-85.0,834.0
2014-03-07,505,563,98,4,-87.0,833.0
2014-03-08,509,564,99,4,-86.0,831.0
2014-03-09,508,565,99,4,-85.0,830.0
2014-03-10,507,566,100,4,-86.0,829.0
2014-03-11,510,567,100,4,-86.0,827.0
2014-03-12,511,568,101,4,-86.0,825.0
2014-03-13,512,569,101,4,-85.0,825.0
2014-03-14,513,570,102,4,-84.0,823.0
2014-03-15,515,571,102,4,-84.0,821.0
2014-03-16,514,572,102,4,-85.0,820.0
2014-03-17,516,573,103,4,-84.0,819.0
2014-03-18,517,574,103,4,-85.0,817.0
2014-03-19,518,575,104,4,-82.0,816.0
2014-03-20,520,576,104,4,-84.0,815.0
2014-03-21,519,577,105,4,-84.0,813.0
2014-03-22,521,578,105,4,-83.0,812.0
2014-03-24,522,579,106,4,-82.0,811.0
2014-03-25,523,580,106,4,-83.0,810.0
2014-03-26,524,581,107,4,-84.0,808.0
2014-03-27,525,582,107,4,-84.0,807.0
2014-03-28,526,583,108,4,-82.0,806.0
2014-03-29,528,584,108,4,-82.0,804.0
2014-03-30,527,585,109,4,-83.0,802.0
2014-03-31,529,586,109,4,-82.0,802.0
2014-04-01,530,587,109,4,-85.0,801.0
2014-04-02,532,588,110,4,-84.0,799.0
2014-04-03,531,589,110,4,-85.0,798.0
2014-04-04,535,590,111,4,-82.0,797.0
2014-04-05,533,591,111,4,-82.0,795.0
2014-04-06,534,592,112,4,-83.0,795.0
2014-04-07,536,593,112,4,-83.0,795.0
2014-04-08,537,594,113,4,-83.0,793.0
2014-04-09,538,595,113,4,-83.0,792.0
2014-04-10,539,596,114,4,-82.0,791.0
2014-04-11,540,597,114,4,-84.0,790.0
2014-04-12,542,598,115,4,-84.0,787.0
2014-04-13,543,599,115,4,-84.0,788.0
2014-04-14,541,600,116,4,-81.0,787.0
2014-04-15,544,601,116,4,-82.0,785.0
2014-04-16,545,602,117,4,-82.0,784.0
2014-04-17,548,603,117,4,-83.0,783.0
2014-04-18,546,604,118,4,-84.0,782.0
2014-04-19,547,605,118,4,-83.0,781.0
2014-04-20,549,606,118,4,-84.0,780.0
2014-04-21,550,607,119,4,-83.0,779.0
2014-04-22,551,608,119,4,-85.0,777.0
2014-04-23,552,609,120,5,-84.0,777.0
2014-04-24,554,610,120,5,-85.0,776.0
2014-04-25,555,611,121,5,-84.0,775.0
2014-04-26,553,612,121,5,-85.0,774.0
2014-04-27,556,613,122,5,-84.0,773.0
2014-04-28,557,614,122,5,-82.0,772.0
2014-04-29,558,615,123,5,-83.0,771.0
2014-05-01,559,616,123,5,-82.0,769.0
2014-05-02,561,617,124,5,-84.0,769.0
2014-05-03,562,618,124,5,-83.0,769.0
2014-05-04,560,619,125,5,-82.0,766.0
2014-05-05,563,620,125,5,-83.0,765.0
2014-05-06,564,621,126,5,-82.0,765.0
2014-05-07,565,622,126,5,-84.0,763.0
2014-05-08,566,623,127,5,-83.0,763.0
2014-05-09,568,624,127,5,-82.0,762.0
2014-05-10,569,625,128,5,-81.0,761.0
2014-05-11,567,626,128,5,-82.0,760.0
2014-05-12,570,627,129,5,-82.0,759.0
2014-05-13,571,628,129,5,-81.0,759.0
2014-05-14,572,629,130,5,-84.0,759.0
2014-05-15,573,630,130,5,-82.0,757.0
2014-05-16,576,631,131,5,-81.0,756.0
2014-05-17,575,632,131,5,-79.0,755.0
2014-05-18,574,633,132,5,-81.0,754.0
2014-05-19,577,634,132,5,-82.0,753.0
2014-05-20,578,635,133,5,-82.0,754.0
2014-05-21,582,636,133,5,-81.0,752.0
2014-05-22,580,637,134,5,-80.0,752.0
2014-05-23,579,638,134,5,-80.0,751.0
2014-05-24,581,639,135,5,-80.0,750.0
2014-05-25,583,640,135,5,-81.0,750.0
2014-05-26,584,641,136,5,-81.0,749.0
2014-05-27,585,642,136,5,-80.0,749.0
2014-05-28,586,643,137,5,-80.0,748.0
2014-05-29,588,644,137,5,-80.0,748.0
2014-05-30,589,645,138,5,-81.0,746.0
2014-05-31,587,646,138,5,-81.0,746.0
2014-06-01,590,647,139,5,-79.0,746.0
2014-06-02,591,648,139,5,-80.0,746.0
2014-06-03,592,649,140,5,-79.0,745.0
2014-06-04,593,650,140,5,-80.0,743.0
2014-06-05,595,651,141,5,-80.0,743.0
2014-06-07,594,652,141,5,-79.0,745.0
2014-06-08,596,653,142,5,-80.0,744.0
2014-06-09,597,654,142,5,-79.0,742.0
2014-06-10,598,655,143,5,-77.0,741.0
2014-06-11,599,656,143,5,-80.0,740.0
2014-06-12,600,657,144,5,-79.0,739.0
2014-06-13,602,658,144,5,-79.0,739.0
2014-06-14,603,659,145,5,-77.0,738.0
2014-06-15,601,660,145,5,-78.0,735.0
